sr,category,district,taluka,village,regno,name,name_confidence,rooms,commercial_value_raw,commercial_value,regulatory_urgency_raw,regulatory_urgency,service_tier,service_tier_score_raw,service_tier_score,value_score,decision_fit,phase1_score,tier
6609,A,North Goa,Bardez,Candolim,HOTN000225,Whispering Palms Beach,high,106,6.7414669864011465,0.7516687978101825,3,1.0,1,3,1.0,0.9007,1.0,0.9007,Priority
8274,A,North Goa,Bardez,Candolim,HOTN002429,104,low,104,6.714245517666122,0.7486336233118192,3,1.0,1,3,1.0,0.8995,1.0,0.8995,Priority
5263,A,North Goa,Bardez,Arpora,HOTN000224,"Ximer, Arpora, Bardez, North Goa",high,104,6.714245517666122,0.7486336233118192,3,1.0,1,3,1.0,0.8995,1.0,0.8995,Priority
1406,B,North Goa,Bardez,Calangute,HOTN000753,Nazri Resort,high,104,6.714245517666122,0.7486336233118192,3,1.0,1,3,1.0,0.8995,1.0,0.8995,Priority
6471,A,North Goa,Bardez,Candolim,HOTN006844,Fortune Select Candolim,high,103,6.700439718141092,0.7470942864356287,3,1.0,1,3,1.0,0.8988,1.0,0.8988,Priority
7275,A,North Goa,Bardez,Candolim,HOTN000636,Fortune Acron Regina,high,102,6.6865005271832185,0.745540076509082,3,1.0,1,3,1.0,0.8982,1.0,0.8982,Priority
1398,B,North Goa,Bardez,Candolim,HOTN000166,102,low,102,6.6865005271832185,0.745540076509082,3,1.0,1,3,1.0,0.8982,1.0,0.8982,Priority
1508,B,North Goa,Bardez,Calangute,HOTN000880,100,low,100,6.6582114827517955,0.7423858680761312,3,1.0,1,3,1.0,0.897,1.0,0.897,Priority
7378,B,North Goa,Bardez,Candolim,HOTN005144,Hyatt Place,high,97,6.614709844115209,0.737535466155793,3,1.0,1,3,1.0,0.895,1.0,0.895,Priority
933,B,North Goa,Bardez,Calangute,HOTN000637,Paradise Village Beach Resort,high,96,6.599912842187128,0.7358856109131712,3,1.0,1,3,1.0,0.8944,1.0,0.8944,Priority
1373,A,North Goa,Bardez,Arpora,HOTN001177,96,low,96,6.599912842187128,0.7358856109131712,3,1.0,1,3,1.0,0.8944,1.0,0.8944,Priority
2798,A,North Goa,Bardez,Arpora,HOTN003513,95,low,95,6.584962500721156,0.7342186584205984,3,1.0,1,3,1.0,0.8937,1.0,0.8937,Priority
1250,A,North Goa,Bardez,Penha-De-France,HOTN000540,Neo Majestic,high,94,6.569855608330948,0.7325342506107698,3,1.0,1,3,1.0,0.893,1.0,0.893,Priority
6961,B,North Goa,Bardez,Calangute,HOTN012403,Symbol,high,91,6.523561956057013,0.7273725411458738,3,1.0,1,3,1.0,0.8909,1.0,0.8909,Priority
1741,B,North Goa,Bardez,Calangute,HOTN001294,Ticlo Resort,high,91,6.523561956057013,0.7273725411458738,3,1.0,1,3,1.0,0.8909,1.0,0.8909,Priority
1168,C,North Goa,Bardez,Arpora,HOTN001358,Riverside Regency Resort,high,90,6.507794640198696,0.725614496586756,3,1.0,1,3,1.0,0.8902,1.0,0.8902,Priority
6545,B,North Goa,Bardez,Arpora,HOTN007577,Rio Convention,high,90,6.507794640198696,0.725614496586756,3,1.0,1,3,1.0,0.8902,1.0,0.8902,Priority
4181,A,North Goa,Bardez,Candolim,HOTN000613,Highland Beach Resort,high,90,6.507794640198696,0.725614496586756,3,1.0,1,3,1.0,0.8902,1.0,0.8902,Priority
7583,A,North Goa,Bardez,Candolim,HOTN005713,Antarim Resort Llp,high,87,6.459431618637298,0.7202220539108733,3,1.0,1,3,1.0,0.8881,1.0,0.8881,Priority
2328,B,North Goa,Bardez,Calangute,HOTN000380,Sun City Resorts,high,86,6.442943495848729,0.7183836398891729,3,1.0,1,3,1.0,0.8874,1.0,0.8874,Priority
1572,B,North Goa,Bardez,Calangute,HOTN002979,Resort De Crossroad Pvt Ltd,high,86,6.442943495848729,0.7183836398891729,3,1.0,1,3,1.0,0.8874,1.0,0.8874,Priority
794,A,North Goa,Bardez,Nerul,HOTN000453,Hotel Deltin Suites,high,86,6.442943495848729,0.7183836398891729,3,1.0,1,3,1.0,0.8874,1.0,0.8874,Priority
1384,A,North Goa,Tiswadi,Bambolim,HOTN000177,Grand Hyatt Goa,high,314,8.29920801838728,0.9253558204084618,3,1.0,2,2,0.6666666666666666,0.8868,0.15,0.133,Priority
816,B,North Goa,Bardez,Calangute,HOTN000832,Ocean Palms Goa,high,85,6.426264754702098,0.7165239720554558,3,1.0,1,3,1.0,0.8866,1.0,0.8866,Priority
5205,C,North Goa,Bardez,Calangute,HOTN002669,Villa Goesa Beach Resort,high,85,6.426264754702098,0.7165239720554558,3,1.0,1,3,1.0,0.8866,1.0,0.8866,Priority
1621,B,North Goa,Bardez,Candolim,HOTN001502,Silver Sands Serenity,high,84,6.409390936137703,0.7146425532277213,3,1.0,1,3,1.0,0.8859,1.0,0.8859,Priority
751,A,North Goa,Bardez,Arpora,HOTN000490,Resort Rio,high,82,6.375039431346925,0.710812384755319,3,1.0,1,3,1.0,0.8843,1.0,0.8843,Priority
5196,B,North Goa,Bardez,Candolim,HOTN000347,Marquis Hotels Ltd,high,81,6.357552004618085,0.7088625490515209,3,1.0,1,3,1.0,0.8835,1.0,0.8835,Priority
1560,C,North Goa,Bardez,Calangute,HOTN002742,Palmarinha Resort,high,80,6.339850002884625,0.7068887883865701,3,1.0,1,3,1.0,0.8828,1.0,0.8828,Priority
527,C,North Goa,Bardez,Calangute,HOTN000183,So My Resorts Pvt Ltd,high,79,6.321928094887362,0.7048905083288405,3,1.0,1,3,1.0,0.882,1.0,0.882,Priority
4183,C,North Goa,Bardez,Calangute,HOTN001601,78,low,78,6.303780748177103,0.7028670920141629,3,1.0,1,3,1.0,0.8811,1.0,0.8811,Priority
6677,B,North Goa,Bardez,Candolim,HOTN001175,Radisson Goa Candolim,high,78,6.303780748177103,0.7028670920141629,3,1.0,1,3,1.0,0.8811,1.0,0.8811,Priority
6581,B,North Goa,Bardez,Arpora,HOTN003299,Hotel Shanti Solitaire,high,77,6.285402218862249,0.7008178990026889,3,1.0,1,3,1.0,0.8803,1.0,0.8803,Priority
6756,B,North Goa,Bardez,Candolim,HOTN001278,Magnum Resort,high,76,6.266786540694902,0.6987422640620006,3,1.0,1,3,1.0,0.8795,1.0,0.8795,Priority
7197,C,North Goa,Bardez,Candolim,HOTN008137,Botanica By Raichandani,high,75,6.247927513443586,0.6966394958706764,3,1.0,1,3,1.0,0.8787,1.0,0.8787,Priority
1602,A,North Goa,Bardez,Calangute,HOTN000553,Hotel Goan Heritage,high,75,6.247927513443586,0.6966394958706764,3,1.0,1,3,1.0,0.8787,1.0,0.8787,Priority
7479,A,North Goa,Bardez,Candolim,HOTN000266,The O Hotel,high,75,6.247927513443586,0.6966394958706764,3,1.0,1,3,1.0,0.8787,1.0,0.8787,Priority
1678,B,North Goa,Bardez,Pilerne,HOTN000264,Otium By The Oterra,high,74,6.22881869049588,0.6945088756359941,3,1.0,1,3,1.0,0.8778,1.0,0.8778,Priority
8390,B,North Goa,Bardez,Candolim,HOTN003891,"Candolim, Candolim, Bardez, North Goa- 403515",high,73,6.209453365628951,0.6923496556188536,3,1.0,1,3,1.0,0.8769,1.0,0.8769,Priority
5175,B,North Goa,Bardez,Candolim,HOTN004837,72,low,72,6.189824558880018,0.6901610575583452,3,1.0,1,3,1.0,0.8761,1.0,0.8761,Priority
2599,B,North Goa,Bardez,Calangute,HOTN002443,Sairaj Beach Resort Llp,high,72,6.189824558880018,0.6901610575583452,3,1.0,1,3,1.0,0.8761,1.0,0.8761,Priority
1553,C,North Goa,Bardez,Candolim,HOTN000179,Silver Sands Holiday Village,high,71,6.169925001442312,0.6879422709876585,3,1.0,1,3,1.0,0.8752,1.0,0.8752,Priority
4221,A,North Goa,Bardez,Candolim,HOTN005621,The Astor Goa,high,70,6.149747119504682,0.6856924514322102,3,1.0,1,3,1.0,0.8743,1.0,0.8743,Priority
3761,B,North Goa,Bardez,Anjuna,HOTN006708,The Palace,high,70,6.149747119504682,0.6856924514322102,3,1.0,1,3,1.0,0.8743,1.0,0.8743,Priority
7358,C,North Goa,Bardez,Calangute,HOTN000406,Santiago Resort,high,70,6.149747119504682,0.6856924514322102,3,1.0,1,3,1.0,0.8743,1.0,0.8743,Priority
7618,B,North Goa,Bardez,Calangute,HOTN000658,Citrus Resorts Pvt Ltd,high,70,6.149747119504682,0.6856924514322102,3,1.0,1,3,1.0,0.8743,1.0,0.8743,Priority
4250,B,North Goa,Bardez,Calangute,HOTN002600,La Dinero,high,69,6.129283016944967,0.6834107184799679,3,1.0,1,3,1.0,0.8734,1.0,0.8734,Priority
262,B,North Goa,Bardez,Calangute,HOTN002599,La Dinero,high,69,6.129283016944967,0.6834107184799679,3,1.0,1,3,1.0,0.8734,1.0,0.8734,Priority
5820,C,North Goa,Bardez,Assagao,HOTN007725,Raya Resorts & Spa,high,68,6.10852445677817,0.681096153712934,3,1.0,1,3,1.0,0.8724,1.0,0.8724,Priority
470,C,North Goa,Bardez,Calangute,HOTN000312,Chalston Hotel,high,67,6.08746284125034,0.6787477984876278,3,1.0,1,3,1.0,0.8715,1.0,0.8715,Priority
5397,C,North Goa,Bardez,Calangute,HOTN007254,Sky Seven,high,66,6.066089190457772,0.6763646515511417,3,1.0,1,3,1.0,0.8705,1.0,0.8705,Priority
4753,B,North Goa,Bardez,Pilerne,HOTN002480,Hotel Gautam,high,66,6.066089190457772,0.6763646515511417,3,1.0,1,3,1.0,0.8705,1.0,0.8705,Priority
2654,B,North Goa,Bardez,Nagoa,HOTN001085,Ramada Goa Arpora,high,65,6.044394119358453,0.6739456664779333,3,1.0,1,3,1.0,0.8696,1.0,0.8696,Priority
8614,B,South Goa,Salcete,Cavelossim,HOTS000546,Old Anchor,high,240,7.912889336229962,0.882281560759254,3,1.0,2,2,0.6666666666666666,0.8696,0.15,0.1304,Priority
7090,B,North Goa,Bardez,Calangute,HOTN001739,Rivasa Resort,high,65,6.044394119358453,0.6739456664779333,3,1.0,1,3,1.0,0.8696,1.0,0.8696,Priority
1145,C,North Goa,Bardez,Calangute,HOTN001018,Resort Terra Paraiso,high,65,6.044394119358453,0.6739456664779333,3,1.0,1,3,1.0,0.8696,1.0,0.8696,Priority
4264,A,North Goa,Bardez,Calangute,HOTN005508,The Avenue Grand,high,64,6.022367813028454,0.6714897489109309,3,1.0,1,3,1.0,0.8686,1.0,0.8686,Priority
1186,B,North Goa,Bardez,Anjuna,HOTN002112,Alcove Resort,high,64,6.022367813028454,0.6714897489109309,3,1.0,1,3,1.0,0.8686,1.0,0.8686,Priority
7814,C,North Goa,Bardez,Calangute,HOTN002581,Sinq Beach Resorts,high,63,6.0,0.6689957535887471,3,1.0,1,3,1.0,0.8676,1.0,0.8676,Priority
5055,B,North Goa,Bardez,Calangute,HOTN000835,Ria Hospitality Pvt Ltd,high,62,5.977279923499917,0.6664624811387859,3,1.0,1,3,1.0,0.8666,1.0,0.8666,Priority
4470,B,North Goa,Bardez,Candolim,HOTN000311,Goveia Holiday Homes,high,62,5.977279923499917,0.6664624811387859,3,1.0,1,3,1.0,0.8666,1.0,0.8666,Priority
4113,C,North Goa,Bardez,Anjuna,HOTN006523,Dev Shanti Realtors,high,61,5.954196310386876,0.6638886746137675,3,1.0,1,3,1.0,0.8656,1.0,0.8656,Priority
6648,A,North Goa,Bardez,Anjuna,HOTN008144,The Evren,high,61,5.954196310386876,0.6638886746137675,3,1.0,1,3,1.0,0.8656,1.0,0.8656,Priority
6484,A,North Goa,Bardez,Calangute,HOTN001955,60,low,60,5.930737337562887,0.6612730157466338,3,1.0,1,3,1.0,0.8645,1.0,0.8645,Priority
5224,A,North Goa,Bardez,Penha-De-France,HOTN007110,Hotel Neo Majestic- Annex,high,60,5.930737337562887,0.6612730157466338,3,1.0,1,3,1.0,0.8645,1.0,0.8645,Priority
7042,B,North Goa,Bardez,Anjuna,HOTN004045,Avataara Resort And Spa,high,60,5.930737337562887,0.6612730157466338,3,1.0,1,3,1.0,0.8645,1.0,0.8645,Priority
6730,C,North Goa,Bardez,Calangute,HOTN002138,Palm Resort,high,60,5.930737337562887,0.6612730157466338,3,1.0,1,3,1.0,0.8645,1.0,0.8645,Priority
7914,B,North Goa,Bardez,Candolim,HOTN002402,The Lohias,high,60,5.930737337562887,0.6612730157466338,3,1.0,1,3,1.0,0.8645,1.0,0.8645,Priority
1645,B,North Goa,Bardez,Candolim,HOTN000554,Resort A Unit Of Fleur Hotel,high,60,5.930737337562887,0.6612730157466338,3,1.0,1,3,1.0,0.8645,1.0,0.8645,Priority
7018,B,North Goa,Bardez,Nagoa,HOTN012411,Verano Hotel & Spa,high,59,5.906890595608519,0.6586141208959007,3,1.0,1,3,1.0,0.8634,1.0,0.8634,Priority
5216,B,North Goa,Bardez,Anjuna,HOTN002005,Okean De Goa,high,59,5.906890595608519,0.6586141208959007,3,1.0,1,3,1.0,0.8634,1.0,0.8634,Priority
2434,B,North Goa,Bardez,Candolim,HOTN003591,Hotel De Mandarin,high,58,5.882643049361842,0.6559105366502384,3,1.0,1,3,1.0,0.8624,1.0,0.8624,Priority
595,A,North Goa,Bardez,Arpora,HOTN000874,58,low,58,5.882643049361842,0.6559105366502384,3,1.0,1,3,1.0,0.8624,1.0,0.8624,Priority
752,A,North Goa,Bardez,Arpora,HOTN000669,Rio Royale,high,58,5.882643049361842,0.6559105366502384,3,1.0,1,3,1.0,0.8624,1.0,0.8624,Priority
990,A,South Goa,Salcete,Varca,HOTS000232,"Pedda, Dumottem, Varca, Salcete, South Goa",high,213,7.7414669864011465,0.8631680900749736,3,1.0,2,2,0.6666666666666666,0.8619,0.15,0.1293,Priority
6538,C,North Goa,Bardez,Arpora,HOTN007554,"Royal Developers Hotel Arpora 54/1b Mainath Bhati, Arpora, Bardez, North Goa",high,56,5.832890014164742,0.6503631084377366,3,1.0,1,3,1.0,0.8601,1.0,0.8601,Priority
4634,B,North Goa,Bardez,Arpora,HOTN001803,Maizons Lake View Resorts,high,56,5.832890014164742,0.6503631084377366,3,1.0,1,3,1.0,0.8601,1.0,0.8601,Priority
8548,A,South Goa,Salcete,Cavelossim,HOTS000539,The St Regis Goa,high,206,7.693486957499325,0.8578183508095764,3,1.0,2,2,0.6666666666666666,0.8598,0.15,0.129,Priority
1556,C,North Goa,Bardez,Mapusa,HOTN002385,Sharayu One,high,55,5.807354922057605,0.6475159637398745,3,1.0,1,3,1.0,0.859,1.0,0.859,Priority
389,C,North Goa,Bardez,Candolim,HOTN000273,Santana Beach Resort,high,55,5.807354922057605,0.6475159637398745,3,1.0,1,3,1.0,0.859,1.0,0.859,Priority
970,A,South Goa,Salcete,Cavelossim,HOTS000063,Holiday Inn Resort Goa,high,203,7.672425341971495,0.8554699955842702,3,1.0,2,2,0.6666666666666666,0.8589,0.15,0.1288,Priority
4887,C,North Goa,Bardez,Anjuna,HOTN006312,The Byke Royal Pearl,high,54,5.78135971352466,0.6446175163861755,3,1.0,1,3,1.0,0.8578,1.0,0.8578,Priority
9453,B,North Goa,Bardez,Candolim,HOTN001387,Sea Breeze,high,54,5.78135971352466,0.6446175163861755,3,1.0,1,3,1.0,0.8578,1.0,0.8578,Priority
1409,B,North Goa,Bardez,Candolim,HOTN001187,The Acacia Hotel & Spa,high,54,5.78135971352466,0.6446175163861755,3,1.0,1,3,1.0,0.8578,1.0,0.8578,Priority
1898,B,North Goa,Bardez,Calangute,HOTN000239,Hotel Calangute Towers,high,53,5.754887502163469,0.6416658835547188,3,1.0,1,3,1.0,0.8567,1.0,0.8567,Priority
8550,A,South Goa,Salcete,Varca,HOTS000241,Caravela Beach Resort,high,195,7.6147098441152075,0.8490347584205841,3,1.0,2,2,0.6666666666666666,0.8563,0.5,0.4282,Priority
8080,B,North Goa,Bardez,Calangute,HOTN007608,Vilmaris Calangute,high,52,5.7279204545632,0.6386590768328178,3,1.0,1,3,1.0,0.8555,1.0,0.8555,Priority
6955,B,North Goa,Bardez,Calangute,HOTN001628,Calangute Residency,high,52,5.7279204545632,0.6386590768328178,3,1.0,1,3,1.0,0.8555,1.0,0.8555,Priority
3515,B,North Goa,Bardez,Calangute,HOTN001505,Bloomrooms,high,52,5.7279204545632,0.6386590768328178,3,1.0,1,3,1.0,0.8555,1.0,0.8555,Priority
7178,C,North Goa,Bardez,Candolim,HOTN000440,"Dando, Candolim, Bardez, North Goa- 403515",high,52,5.7279204545632,0.6386590768328178,3,1.0,1,3,1.0,0.8555,1.0,0.8555,Priority
597,B,North Goa,Bardez,Candolim,HOTN000184,Sonesta Inns,high,52,5.7279204545632,0.6386590768328178,3,1.0,1,3,1.0,0.8555,1.0,0.8555,Priority
4875,A,North Goa,Tiswadi,Panaji,HOTN000623,Goa Marriott Resort And Spa,high,190,7.577428828035749,0.8448779515128121,3,1.0,2,2,0.6666666666666666,0.8546,0.5,0.4273,Priority
4640,C,North Goa,Bardez,Anjuna,HOTN006374,Dreamsville Hotel And Resorts,high,51,5.700439718141093,0.6355949941708375,3,1.0,1,3,1.0,0.8542,1.0,0.8542,Priority
8620,A,South Goa,Salcete,Cavelossim,HOTS000426,181,low,181,7.507794640198696,0.8371137888515472,3,1.0,2,2,0.6666666666666666,0.8515,0.5,0.4258,Priority
3838,A,South Goa,Salcete,Benaulim,HOTS000256,177,low,177,7.475733430966398,0.8335389867129925,3,1.0,2,2,0.6666666666666666,0.8501,0.5,0.425,Priority
6628,A,North Goa,Tiswadi,Panaji,HOTN000564,Hotel Vivanta,high,172,7.4346282276367255,0.8289557856333337,3,1.0,2,2,0.6666666666666666,0.8482,0.5,0.4241,Priority
4399,A,North Goa,Tiswadi,Chimbel,HOTN002044,Goldfinch Resorts Pvt Ltd,high,160,7.330916878114618,0.8173920435617923,3,1.0,2,2,0.6666666666666666,0.8436,0.5,0.4218,Priority
3960,B,South Goa,Salcete,Colva,HOTS000452,Colmar Beach Resort,high,156,7.294620748891627,0.8133450508414775,3,1.0,2,2,0.6666666666666666,0.842,0.5,0.421,Priority
5995,A,South Goa,Salcete,Varca,HOTS000092,154,low,154,7.276124405274238,0.8112827216186522,3,1.0,2,2,0.6666666666666666,0.8412,0.5,0.4206,Priority
2111,A,South Goa,Salcete,Majorda,HOTS000069,150,low,150,7.238404739325079,0.8070770055608567,3,1.0,2,2,0.6666666666666666,0.8395,0.5,0.4198,Priority
2175,B,South Goa,Salcete,Cavelossim,HOTS000255,149,low,149,7.22881869049588,0.8060081679007852,3,1.0,2,2,0.6666666666666666,0.8391,0.5,0.4196,Priority
6202,B,South Goa,Salcete,Benaulim,HOTS000861,144,low,144,7.1799090900149345,0.8005547820622061,3,1.0,2,2,0.6666666666666666,0.8369,0.5,0.4184,Priority
1288,B,North Goa,Pernem,Mandrem,HOTN001799,Riva Beach Resort,high,144,7.1799090900149345,0.8005547820622061,3,1.0,2,2,0.6666666666666666,0.8369,0.5,0.4184,Priority
7516,A,North Goa,Tiswadi,Panaji,HOTN006991,Novotel Goa Panjim,high,143,7.169925001442313,0.7994415632524499,3,1.0,2,2,0.6666666666666666,0.8364,0.5,0.4182,Priority
8502,A,South Goa,Salcete,Benaulim,HOTS000198,"Taj Exotica Resort & Spa, Goa",high,140,7.139551352398794,0.7960549228805982,3,1.0,2,2,0.6666666666666666,0.8351,0.5,0.4176,Priority
544,B,North Goa,Tiswadi,Panaji,HOTN000151,Ginger Hotel,high,135,7.08746284125034,0.790247090752419,3,1.0,2,2,0.6666666666666666,0.8328,0.5,0.4164,Priority
8681,A,South Goa,Salcete,Cavelossim,HOTS000174,Radisson Blu Resort Goa,high,132,7.05528243550119,0.7866589982865949,3,1.0,2,2,0.6666666666666666,0.8313,0.5,0.4156,Priority
2530,B,North Goa,Tiswadi,Siridao,HOTN003360,Bambolim Beach Resort,high,126,6.988684686772166,0.7792333964368804,3,1.0,2,2,0.6666666666666666,0.8284,0.5,0.4142,Priority
9431,A,South Goa,Salcete,Colva,HOTS000212,120,low,120,6.9188632372745955,0.7714483542329994,3,1.0,2,2,0.6666666666666666,0.8252,1.0,0.8252,Priority
8558,B,South Goa,Salcete,Varca,HOTS000749,Sea Breeze Max Resorts & Spa,high,116,6.870364719583405,0.7660408038345402,3,1.0,2,2,0.6666666666666666,0.8231,1.0,0.8231,Priority
8689,A,South Goa,Salcete,Utorda,HOTS000285,115,low,115,6.857980995127572,0.7646600273221126,3,1.0,2,2,0.6666666666666666,0.8225,1.0,0.8225,Priority
2227,A,South Goa,Salcete,Benaulim,HOTS000788,Azaya Beach Resort Goa,high,114,6.845490050944376,0.7632672958859672,3,1.0,2,2,0.6666666666666666,0.822,1.0,0.822,Priority
8709,A,South Goa,Salcete,Benaulim,HOTS000141,Fortune Resort Benaulim Goa,high,113,6.832890014164742,0.7618624007025278,3,1.0,2,2,0.6666666666666666,0.8214,1.0,0.8214,Priority
7697,B,North Goa,Pernem,Morgim,HOTN000137,Turtle Beach Resorts,high,107,6.754887502163469,0.7531651758195099,3,1.0,2,2,0.6666666666666666,0.8179,1.0,0.8179,Priority
963,A,South Goa,Salcete,Varca,HOTS000275,Club Mahindra Emerald Palms,high,106,6.7414669864011465,0.7516687978101825,3,1.0,2,2,0.6666666666666666,0.8173,1.0,0.8173,Priority
9169,A,South Goa,Salcete,Majorda,HOTS000062,Kenilworth Resort And Spa,high,104,6.714245517666122,0.7486336233118192,3,1.0,2,2,0.6666666666666666,0.8161,1.0,0.8161,Priority
