sr,category,district,taluka,village,regno,name,name_confidence,rooms,commercial_value_raw,commercial_value,regulatory_urgency_raw,regulatory_urgency,service_tier,service_tier_score_raw,service_tier_score,value_score,decision_fit,phase1_score,tier
527,C,North Goa,Bardez,Calangute,HOTN000183,So My Resorts Pvt Ltd,high,79,6.321928094887362,0.7048905083288405,3,1.0,1,3,1.0,0.882,1.0,0.882,Priority
4183,C,North Goa,Bardez,Calangute,HOTN001601,78,low,78,6.303780748177103,0.7028670920141629,3,1.0,1,3,1.0,0.8811,1.0,0.8811,Priority
6677,B,North Goa,Bardez,Candolim,HOTN001175,Radisson Goa Candolim,high,78,6.303780748177103,0.7028670920141629,3,1.0,1,3,1.0,0.8811,1.0,0.8811,Priority
6581,B,North Goa,Bardez,Arpora,HOTN003299,Hotel Shanti Solitaire,high,77,6.285402218862249,0.7008178990026889,3,1.0,1,3,1.0,0.8803,1.0,0.8803,Priority
6756,B,North Goa,Bardez,Candolim,HOTN001278,Magnum Resort,high,76,6.266786540694902,0.6987422640620006,3,1.0,1,3,1.0,0.8795,1.0,0.8795,Priority
7479,A,North Goa,Bardez,Candolim,HOTN000266,The O Hotel,high,75,6.247927513443586,0.6966394958706764,3,1.0,1,3,1.0,0.8787,1.0,0.8787,Priority
7197,C,North Goa,Bardez,Candolim,HOTN008137,Botanica By Raichandani,high,75,6.247927513443586,0.6966394958706764,3,1.0,1,3,1.0,0.8787,1.0,0.8787,Priority
1602,A,North Goa,Bardez,Calangute,HOTN000553,Hotel Goan Heritage,high,75,6.247927513443586,0.6966394958706764,3,1.0,1,3,1.0,0.8787,1.0,0.8787,Priority
1678,B,North Goa,Bardez,Pilerne,HOTN000264,Otium By The Oterra,high,74,6.22881869049588,0.6945088756359941,3,1.0,1,3,1.0,0.8778,1.0,0.8778,Priority
8390,B,North Goa,Bardez,Candolim,HOTN003891,"Candolim, Candolim, Bardez, North Goa- 403515",high,73,6.209453365628951,0.6923496556188536,3,1.0,1,3,1.0,0.8769,1.0,0.8769,Priority
5175,B,North Goa,Bardez,Candolim,HOTN004837,72,low,72,6.189824558880018,0.6901610575583452,3,1.0,1,3,1.0,0.8761,1.0,0.8761,Priority
2599,B,North Goa,Bardez,Calangute,HOTN002443,Sairaj Beach Resort Llp,high,72,6.189824558880018,0.6901610575583452,3,1.0,1,3,1.0,0.8761,1.0,0.8761,Priority
1553,C,North Goa,Bardez,Candolim,HOTN000179,Silver Sands Holiday Village,high,71,6.169925001442312,0.6879422709876585,3,1.0,1,3,1.0,0.8752,1.0,0.8752,Priority
4221,A,North Goa,Bardez,Candolim,HOTN005621,The Astor Goa,high,70,6.149747119504682,0.6856924514322102,3,1.0,1,3,1.0,0.8743,1.0,0.8743,Priority
3761,B,North Goa,Bardez,Anjuna,HOTN006708,The Palace,high,70,6.149747119504682,0.6856924514322102,3,1.0,1,3,1.0,0.8743,1.0,0.8743,Priority
7358,C,North Goa,Bardez,Calangute,HOTN000406,Santiago Resort,high,70,6.149747119504682,0.6856924514322102,3,1.0,1,3,1.0,0.8743,1.0,0.8743,Priority
7618,B,North Goa,Bardez,Calangute,HOTN000658,Citrus Resorts Pvt Ltd,high,70,6.149747119504682,0.6856924514322102,3,1.0,1,3,1.0,0.8743,1.0,0.8743,Priority
262,B,North Goa,Bardez,Calangute,HOTN002599,La Dinero,high,69,6.129283016944967,0.6834107184799679,3,1.0,1,3,1.0,0.8734,1.0,0.8734,Priority
4250,B,North Goa,Bardez,Calangute,HOTN002600,La Dinero,high,69,6.129283016944967,0.6834107184799679,3,1.0,1,3,1.0,0.8734,1.0,0.8734,Priority
5820,C,North Goa,Bardez,Assagao,HOTN007725,Raya Resorts & Spa,high,68,6.10852445677817,0.681096153712934,3,1.0,1,3,1.0,0.8724,1.0,0.8724,Priority
470,C,North Goa,Bardez,Calangute,HOTN000312,Chalston Hotel,high,67,6.08746284125034,0.6787477984876278,3,1.0,1,3,1.0,0.8715,1.0,0.8715,Priority
5397,C,North Goa,Bardez,Calangute,HOTN007254,Sky Seven,high,66,6.066089190457772,0.6763646515511417,3,1.0,1,3,1.0,0.8705,1.0,0.8705,Priority
4753,B,North Goa,Bardez,Pilerne,HOTN002480,Hotel Gautam,high,66,6.066089190457772,0.6763646515511417,3,1.0,1,3,1.0,0.8705,1.0,0.8705,Priority
2654,B,North Goa,Bardez,Nagoa,HOTN001085,Ramada Goa Arpora,high,65,6.044394119358453,0.6739456664779333,3,1.0,1,3,1.0,0.8696,1.0,0.8696,Priority
7090,B,North Goa,Bardez,Calangute,HOTN001739,Rivasa Resort,high,65,6.044394119358453,0.6739456664779333,3,1.0,1,3,1.0,0.8696,1.0,0.8696,Priority
1145,C,North Goa,Bardez,Calangute,HOTN001018,Resort Terra Paraiso,high,65,6.044394119358453,0.6739456664779333,3,1.0,1,3,1.0,0.8696,1.0,0.8696,Priority
4264,A,North Goa,Bardez,Calangute,HOTN005508,The Avenue Grand,high,64,6.022367813028454,0.6714897489109309,3,1.0,1,3,1.0,0.8686,1.0,0.8686,Priority
1186,B,North Goa,Bardez,Anjuna,HOTN002112,Alcove Resort,high,64,6.022367813028454,0.6714897489109309,3,1.0,1,3,1.0,0.8686,1.0,0.8686,Priority
7814,C,North Goa,Bardez,Calangute,HOTN002581,Sinq Beach Resorts,high,63,6.0,0.6689957535887471,3,1.0,1,3,1.0,0.8676,1.0,0.8676,Priority
5055,B,North Goa,Bardez,Calangute,HOTN000835,Ria Hospitality Pvt Ltd,high,62,5.977279923499917,0.6664624811387859,3,1.0,1,3,1.0,0.8666,1.0,0.8666,Priority
4470,B,North Goa,Bardez,Candolim,HOTN000311,Goveia Holiday Homes,high,62,5.977279923499917,0.6664624811387859,3,1.0,1,3,1.0,0.8666,1.0,0.8666,Priority
6648,A,North Goa,Bardez,Anjuna,HOTN008144,The Evren,high,61,5.954196310386876,0.6638886746137675,3,1.0,1,3,1.0,0.8656,1.0,0.8656,Priority
4113,C,North Goa,Bardez,Anjuna,HOTN006523,Dev Shanti Realtors,high,61,5.954196310386876,0.6638886746137675,3,1.0,1,3,1.0,0.8656,1.0,0.8656,Priority
5224,A,North Goa,Bardez,Penha-De-France,HOTN007110,Hotel Neo Majestic- Annex,high,60,5.930737337562887,0.6612730157466338,3,1.0,1,3,1.0,0.8645,1.0,0.8645,Priority
7042,B,North Goa,Bardez,Anjuna,HOTN004045,Avataara Resort And Spa,high,60,5.930737337562887,0.6612730157466338,3,1.0,1,3,1.0,0.8645,1.0,0.8645,Priority
6730,C,North Goa,Bardez,Calangute,HOTN002138,Palm Resort,high,60,5.930737337562887,0.6612730157466338,3,1.0,1,3,1.0,0.8645,1.0,0.8645,Priority
7914,B,North Goa,Bardez,Candolim,HOTN002402,The Lohias,high,60,5.930737337562887,0.6612730157466338,3,1.0,1,3,1.0,0.8645,1.0,0.8645,Priority
1645,B,North Goa,Bardez,Candolim,HOTN000554,Resort A Unit Of Fleur Hotel,high,60,5.930737337562887,0.6612730157466338,3,1.0,1,3,1.0,0.8645,1.0,0.8645,Priority
6484,A,North Goa,Bardez,Calangute,HOTN001955,60,low,60,5.930737337562887,0.6612730157466338,3,1.0,1,3,1.0,0.8645,1.0,0.8645,Priority
7018,B,North Goa,Bardez,Nagoa,HOTN012411,Verano Hotel & Spa,high,59,5.906890595608519,0.6586141208959007,3,1.0,1,3,1.0,0.8634,1.0,0.8634,Priority
5216,B,North Goa,Bardez,Anjuna,HOTN002005,Okean De Goa,high,59,5.906890595608519,0.6586141208959007,3,1.0,1,3,1.0,0.8634,1.0,0.8634,Priority
2434,B,North Goa,Bardez,Candolim,HOTN003591,Hotel De Mandarin,high,58,5.882643049361842,0.6559105366502384,3,1.0,1,3,1.0,0.8624,1.0,0.8624,Priority
595,A,North Goa,Bardez,Arpora,HOTN000874,58,low,58,5.882643049361842,0.6559105366502384,3,1.0,1,3,1.0,0.8624,1.0,0.8624,Priority
752,A,North Goa,Bardez,Arpora,HOTN000669,Rio Royale,high,58,5.882643049361842,0.6559105366502384,3,1.0,1,3,1.0,0.8624,1.0,0.8624,Priority
4634,B,North Goa,Bardez,Arpora,HOTN001803,Maizons Lake View Resorts,high,56,5.832890014164742,0.6503631084377366,3,1.0,1,3,1.0,0.8601,1.0,0.8601,Priority
6538,C,North Goa,Bardez,Arpora,HOTN007554,"Royal Developers Hotel Arpora 54/1b Mainath Bhati, Arpora, Bardez, North Goa",high,56,5.832890014164742,0.6503631084377366,3,1.0,1,3,1.0,0.8601,1.0,0.8601,Priority
1556,C,North Goa,Bardez,Mapusa,HOTN002385,Sharayu One,high,55,5.807354922057605,0.6475159637398745,3,1.0,1,3,1.0,0.859,1.0,0.859,Priority
389,C,North Goa,Bardez,Candolim,HOTN000273,Santana Beach Resort,high,55,5.807354922057605,0.6475159637398745,3,1.0,1,3,1.0,0.859,1.0,0.859,Priority
4887,C,North Goa,Bardez,Anjuna,HOTN006312,The Byke Royal Pearl,high,54,5.78135971352466,0.6446175163861755,3,1.0,1,3,1.0,0.8578,1.0,0.8578,Priority
9453,B,North Goa,Bardez,Candolim,HOTN001387,Sea Breeze,high,54,5.78135971352466,0.6446175163861755,3,1.0,1,3,1.0,0.8578,1.0,0.8578,Priority
1409,B,North Goa,Bardez,Candolim,HOTN001187,The Acacia Hotel & Spa,high,54,5.78135971352466,0.6446175163861755,3,1.0,1,3,1.0,0.8578,1.0,0.8578,Priority
1898,B,North Goa,Bardez,Calangute,HOTN000239,Hotel Calangute Towers,high,53,5.754887502163469,0.6416658835547188,3,1.0,1,3,1.0,0.8567,1.0,0.8567,Priority
8080,B,North Goa,Bardez,Calangute,HOTN007608,Vilmaris Calangute,high,52,5.7279204545632,0.6386590768328178,3,1.0,1,3,1.0,0.8555,1.0,0.8555,Priority
6955,B,North Goa,Bardez,Calangute,HOTN001628,Calangute Residency,high,52,5.7279204545632,0.6386590768328178,3,1.0,1,3,1.0,0.8555,1.0,0.8555,Priority
3515,B,North Goa,Bardez,Calangute,HOTN001505,Bloomrooms,high,52,5.7279204545632,0.6386590768328178,3,1.0,1,3,1.0,0.8555,1.0,0.8555,Priority
7178,C,North Goa,Bardez,Candolim,HOTN000440,"Dando, Candolim, Bardez, North Goa- 403515",high,52,5.7279204545632,0.6386590768328178,3,1.0,1,3,1.0,0.8555,1.0,0.8555,Priority
597,B,North Goa,Bardez,Candolim,HOTN000184,Sonesta Inns,high,52,5.7279204545632,0.6386590768328178,3,1.0,1,3,1.0,0.8555,1.0,0.8555,Priority
4640,C,North Goa,Bardez,Anjuna,HOTN006374,Dreamsville Hotel And Resorts,high,51,5.700439718141093,0.6355949941708375,3,1.0,1,3,1.0,0.8542,1.0,0.8542,Priority
9431,A,South Goa,Salcete,Colva,HOTS000212,120,low,120,6.9188632372745955,0.7714483542329994,3,1.0,2,2,0.6666666666666666,0.8252,1.0,0.8252,Priority
8558,B,South Goa,Salcete,Varca,HOTS000749,Sea Breeze Max Resorts & Spa,high,116,6.870364719583405,0.7660408038345402,3,1.0,2,2,0.6666666666666666,0.8231,1.0,0.8231,Priority
8689,A,South Goa,Salcete,Utorda,HOTS000285,115,low,115,6.857980995127572,0.7646600273221126,3,1.0,2,2,0.6666666666666666,0.8225,1.0,0.8225,Priority
2227,A,South Goa,Salcete,Benaulim,HOTS000788,Azaya Beach Resort Goa,high,114,6.845490050944376,0.7632672958859672,3,1.0,2,2,0.6666666666666666,0.822,1.0,0.822,Priority
8709,A,South Goa,Salcete,Benaulim,HOTS000141,Fortune Resort Benaulim Goa,high,113,6.832890014164742,0.7618624007025278,3,1.0,2,2,0.6666666666666666,0.8214,1.0,0.8214,Priority
7697,B,North Goa,Pernem,Morgim,HOTN000137,Turtle Beach Resorts,high,107,6.754887502163469,0.7531651758195099,3,1.0,2,2,0.6666666666666666,0.8179,1.0,0.8179,Priority
963,A,South Goa,Salcete,Varca,HOTS000275,Club Mahindra Emerald Palms,high,106,6.7414669864011465,0.7516687978101825,3,1.0,2,2,0.6666666666666666,0.8173,1.0,0.8173,Priority
9169,A,South Goa,Salcete,Majorda,HOTS000062,Kenilworth Resort And Spa,high,104,6.714245517666122,0.7486336233118192,3,1.0,2,2,0.6666666666666666,0.8161,1.0,0.8161,Priority
1252,A,North Goa,Tiswadi,Panaji,HOTN000543,Hotel Fidalgo,high,102,6.6865005271832185,0.745540076509082,3,1.0,2,2,0.6666666666666666,0.8149,1.0,0.8149,Priority
9462,A,North Goa,Tiswadi,Chimbel,HOTN012522,"Goa Bipass Road Tiswadi, Chimbel, Tiswadi, North",high,98,6.6293566200796095,0.7391685713097846,3,1.0,2,2,0.6666666666666666,0.8123,1.0,0.8123,Priority
7146,B,North Goa,Pernem,Morgim,HOTN007830,White Wharf Beach Resort,high,97,6.614709844115209,0.737535466155793,3,1.0,2,2,0.6666666666666666,0.8117,1.0,0.8117,Priority
2108,B,South Goa,Salcete,Betelbatim,HOTS000133,Nanu Beach Resort & Spa,high,92,6.539158811108032,0.7291115794456189,3,1.0,2,2,0.6666666666666666,0.8083,1.0,0.8083,Priority
8618,A,South Goa,Salcete,Colva,HOTS001835,91,low,91,6.523561956057013,0.7273725411458738,3,1.0,2,2,0.6666666666666666,0.8076,1.0,0.8076,Priority
8436,C,North Goa,Tiswadi,Bambolim,HOTN012475,Sinq Village,high,88,6.475733430966398,0.7220396944482014,3,1.0,2,2,0.6666666666666666,0.8055,1.0,0.8055,Priority
4440,A,North Goa,Pernem,Mandrem,HOTN000415,80,low,80,6.339850002884625,0.7068887883865701,3,1.0,2,2,0.6666666666666666,0.7994,1.0,0.7994,Priority
6654,A,North Goa,Tiswadi,Panaji,HOTN003240,Vivanta Goa Miramar,high,77,6.285402218862249,0.7008178990026889,3,1.0,2,2,0.6666666666666666,0.797,1.0,0.797,Priority
8517,A,South Goa,Salcete,Varca,HOTS001631,Elements By Rosetta,high,74,6.22881869049588,0.6945088756359941,3,1.0,2,2,0.6666666666666666,0.7945,1.0,0.7945,Priority
151,B,South Goa,Salcete,Colva,HOTS000356,"Colva Beach, Colva, Salcete, South Goa- 403708",high,73,6.209453365628951,0.6923496556188536,3,1.0,2,2,0.6666666666666666,0.7936,1.0,0.7936,Priority
8630,B,South Goa,Salcete,Colva,HOTS000132,Star Beach Resort,high,72,6.189824558880018,0.6901610575583452,3,1.0,2,2,0.6666666666666666,0.7927,1.0,0.7927,Priority
8740,B,South Goa,Salcete,Varca,HOTS000500,Goa La Vida,high,71,6.169925001442312,0.6879422709876585,3,1.0,2,2,0.6666666666666666,0.7918,1.0,0.7918,Priority
8552,B,South Goa,Salcete,Margao,HOTS000592,Margao Residency,high,71,6.169925001442312,0.6879422709876585,3,1.0,2,2,0.6666666666666666,0.7918,1.0,0.7918,Priority
7962,A,North Goa,Tiswadi,Malar,HOTN003038,70,low,70,6.149747119504682,0.6856924514322102,3,1.0,2,2,0.6666666666666666,0.7909,1.0,0.7909,Priority
1042,B,South Goa,Salcete,Betelbatim,HOTS000102,Beleza By The Beach,high,70,6.149747119504682,0.6856924514322102,3,1.0,2,2,0.6666666666666666,0.7909,1.0,0.7909,Priority
987,B,South Goa,Salcete,Utorda,HOTS000082,69,low,69,6.129283016944967,0.6834107184799679,3,1.0,2,2,0.6666666666666666,0.79,1.0,0.79,Priority
9030,B,South Goa,Salcete,Margao,HOTS000748,Hotel Laxmi Empire,high,68,6.10852445677817,0.681096153712934,3,1.0,2,2,0.6666666666666666,0.7891,1.0,0.7891,Priority
8221,B,North Goa,Pernem,Dhargalim,HOTN003303,Amoravida,high,66,6.066089190457772,0.6763646515511417,3,1.0,2,2,0.6666666666666666,0.7872,1.0,0.7872,Priority
131,A,North Goa,Tiswadi,Panaji,HOTN000587,Mandovi Hotels Pvt Ltd,high,65,6.044394119358453,0.6739456664779333,3,1.0,2,2,0.6666666666666666,0.7862,1.0,0.7862,Priority
4501,B,North Goa,Tiswadi,Panaji,HOTN000622,62,low,62,5.977279923499917,0.6664624811387859,3,1.0,2,2,0.6666666666666666,0.7833,1.0,0.7833,Priority
1229,B,North Goa,Pernem,Arambol,HOTN001943,Nanu Resort- Arambol,high,62,5.977279923499917,0.6664624811387859,3,1.0,2,2,0.6666666666666666,0.7833,1.0,0.7833,Priority
1087,A,South Goa,Salcete,Colva,HOTS000516,Acacia Palms Resort,high,60,5.930737337562887,0.6612730157466338,3,1.0,2,2,0.6666666666666666,0.7812,1.0,0.7812,Priority
8642,A,South Goa,Salcete,Betelbatim,HOTS000412,Villagio Inn,high,60,5.930737337562887,0.6612730157466338,3,1.0,2,2,0.6666666666666666,0.7812,1.0,0.7812,Priority
1025,C,South Goa,Salcete,Margao,HOTS000778,Hotel Raj Resort,high,60,5.930737337562887,0.6612730157466338,3,1.0,2,2,0.6666666666666666,0.7812,1.0,0.7812,Priority
4156,C,North Goa,Tiswadi,Panaji,HOTN001219,Mayfair Hotel,high,59,5.906890595608519,0.6586141208959007,3,1.0,2,2,0.6666666666666666,0.7801,1.0,0.7801,Priority
8610,B,South Goa,Salcete,Benaulim,HOTS000532,Orchid Passaros,high,58,5.882643049361842,0.6559105366502384,3,1.0,2,2,0.6666666666666666,0.779,1.0,0.779,Priority
5322,B,North Goa,Pernem,Arambol,HOTN007223,Nazri Hotel,high,56,5.832890014164742,0.6503631084377366,3,1.0,2,2,0.6666666666666666,0.7768,1.0,0.7768,Priority
2107,B,South Goa,Salcete,Margao,HOTS000072,Nanutel Margao,high,55,5.807354922057605,0.6475159637398745,3,1.0,2,2,0.6666666666666666,0.7757,1.0,0.7757,Priority
7695,B,North Goa,Tiswadi,Panaji,HOTN001144,Grande Delmon,high,55,5.807354922057605,0.6475159637398745,3,1.0,2,2,0.6666666666666666,0.7757,1.0,0.7757,Priority
9416,B,South Goa,Salcete,Margao,HOTS000774,Hotel Cosmique,high,55,5.807354922057605,0.6475159637398745,3,1.0,2,2,0.6666666666666666,0.7757,1.0,0.7757,Priority
1097,B,South Goa,Salcete,Betelbatim,HOTS000698,Jasminn Hotel,high,55,5.807354922057605,0.6475159637398745,3,1.0,2,2,0.6666666666666666,0.7757,1.0,0.7757,Priority
4523,B,North Goa,Tiswadi,Panaji,HOTN000393,Hotel Palacio De Goa,high,55,5.807354922057605,0.6475159637398745,3,1.0,2,2,0.6666666666666666,0.7757,1.0,0.7757,Priority
2243,B,South Goa,Salcete,Colva,HOTS000266,Hotel Colva Kinara,high,54,5.78135971352466,0.6446175163861755,3,1.0,2,2,0.6666666666666666,0.7745,1.0,0.7745,Priority
8541,B,South Goa,Salcete,Margao,HOTS000548,Hotel Greenview,high,54,5.78135971352466,0.6446175163861755,3,1.0,2,2,0.6666666666666666,0.7745,1.0,0.7745,Priority
8487,B,South Goa,Salcete,Margao,HOTS000040,Goa Woodlands Hotel,high,54,5.78135971352466,0.6446175163861755,3,1.0,2,2,0.6666666666666666,0.7745,1.0,0.7745,Priority
6786,A,North Goa,Tiswadi,Taleigao,HOTN000526,Chances Resort And Casino,high,53,5.754887502163469,0.6416658835547188,3,1.0,2,2,0.6666666666666666,0.7733,1.0,0.7733,Priority
6000,B,South Goa,Salcete,Colva,HOTS000638,Longuinhos Beach Resort,high,53,5.754887502163469,0.6416658835547188,3,1.0,2,2,0.6666666666666666,0.7733,1.0,0.7733,Priority
3939,A,South Goa,Salcete,Betelbatim,HOTS000139,Sea Queen Beach Resort,high,53,5.754887502163469,0.6416658835547188,3,1.0,2,2,0.6666666666666666,0.7733,1.0,0.7733,Priority
2165,C,South Goa,Salcete,Margao,HOTS000743,Hotel Grace Majestic,high,53,5.754887502163469,0.6416658835547188,3,1.0,2,2,0.6666666666666666,0.7733,1.0,0.7733,Priority
9355,B,South Goa,Salcete,Betelbatim,HOTS002418,Masaka Suites,high,52,5.7279204545632,0.6386590768328178,3,1.0,2,2,0.6666666666666666,0.7721,1.0,0.7721,Priority
634,A,North Goa,Tiswadi,Panaji,HOTN000969,The Crown Goa,high,52,5.7279204545632,0.6386590768328178,3,1.0,2,2,0.6666666666666666,0.7721,1.0,0.7721,Priority
9147,B,South Goa,Salcete,Carmona,HOTS002135,Azalea By Stone Wood,high,52,5.7279204545632,0.6386590768328178,3,1.0,2,2,0.6666666666666666,0.7721,1.0,0.7721,Priority
4525,B,North Goa,Pernem,Arambol,HOTN003898,Lotus Sutra,high,52,5.7279204545632,0.6386590768328178,3,1.0,2,2,0.6666666666666666,0.7721,1.0,0.7721,Priority
975,C,South Goa,Salcete,Margao,HOTS000768,Hotel City Pride,high,51,5.700439718141093,0.6355949941708375,3,1.0,2,2,0.6666666666666666,0.7709,1.0,0.7709,Priority
7243,C,North Goa,Bardez,Nagoa,HOTN003084,Citadines Arpora Nagoa Goa,high,50,5.672425341971496,0.632471411054688,2,0.6666666666666666,1,3,1.0,0.7363,1.0,0.7363,Priority
4611,C,North Goa,Bardez,Calangute,HOTN007343,50,low,50,5.672425341971496,0.632471411054688,2,0.6666666666666666,1,3,1.0,0.7363,1.0,0.7363,Priority
1597,C,North Goa,Bardez,Calangute,HOTN002521,The Ocean Park Resort,high,50,5.672425341971496,0.632471411054688,2,0.6666666666666666,1,3,1.0,0.7363,1.0,0.7363,Priority
543,B,North Goa,Bardez,Calangute,HOTN002100,The Avenue Calangute,high,50,5.672425341971496,0.632471411054688,2,0.6666666666666666,1,3,1.0,0.7363,1.0,0.7363,Priority
138,B,North Goa,Bardez,Calangute,HOTN002099,The Avenue Calangute,high,50,5.672425341971496,0.632471411054688,2,0.6666666666666666,1,3,1.0,0.7363,1.0,0.7363,Priority
